,game_id,date,year,week,home_team,away_team,home_score,away_score,winner,score_diff,1st Downs_diff,3rd Down Attempts_diff,3rd Down Conversions_diff,4th Down conversions_diff,Fumbles Lost_diff,Passing Completions_diff,Passing Yards_diff,Penalties_diff,Penalty Yards_diff,Rushing Attempts_diff,Rushing Yards_diff,Time of Possession_diff,4th Down Attempts_diff,Interceptions Thrown_diff,Passing Attempts_diff
462,1137,10/14/2006,2006,1, Wyoming, Utah,31,15, Wyoming,16,1,3,6,-2,0.0,1.0,91.0,1.0,14.0,15.0,67.0,456.0,-3.0,-2.0,-7.0
463,1138,10/14/2006,2006,1, Georgia, Vanderbilt,22,24, Vanderbilt,-2,3,2,2,-1,1.0,5.0,47.0,4.0,35.0,6.0,35.0,410.0,-1.0,-2.0,1.0
464,1140,10/15/2006,2006,1, New Mexico State, Boise State,28,40, Boise State,-12,-13,6,4,1,0.0,36.0,314.0,1.0,9.0,-23.0,-250.0,188.0,0.0,1.0,45.0
465,1143,10/19/2006,2006,1, Central Michigan, Bowling Green,31,14, Central Michigan,17,-2,-5,0,-2,2.0,-1.0,25.0,-2.0,-20.0,-17.0,24.0,-786.0,-2.0,-1.0,-5.0
466,1145,10/19/2006,2006,1, New Mexico, Utah,34,31, New Mexico,3,-1,-4,-3,-1,0.0,1.0,116.0,0.0,10.0,-7.0,-43.0,26.0,-3.0,1.0,2.0
467,1147,10/21/2006,2006,1, Tennessee, Alabama,16,13, Tennessee,3,0,0,3,0,0.0,15.0,144.0,1.0,-7.0,-9.0,4.0,-106.0,1.0,3.0,17.0
468,1152,10/21/2006,2006,1, Notre Dame, UCLA,20,17, Notre Dame,3,5,5,-1,4,0.0,11.0,87.0,-2.0,-5.0,7.0,15.0,508.0,4.0,-1.0,13.0
469,1153,10/21/2006,2006,1, Wyoming, Colorado State,24,0, Wyoming,24,7,-5,-3,1,-1.0,-13.0,-65.0,0.0,19.0,17.0,124.0,-188.0,0.0,-2.0,-23.0
470,1156,10/21/2006,2006,1, New Mexico State, Hawai'i,30,49, Hawai'i,-19,-2,3,-1,-1,1.0,9.0,-23.0,-5.0,-42.0,-3.0,-37.0,8.0,-2.0,1.0,12.0
471,1157,10/21/2006,2006,1, Penn State, Illinois,26,12, Penn State,14,-5,2,4,0,-1.0,5.0,-12.0,-3.0,-22.0,-18.0,-162.0,-114.0,-1.0,-1.0,1.0
472,1158,10/21/2006,2006,1, Ohio State, Indiana,44,3, Ohio State,41,6,-3,1,0,1.0,-3.0,112.0,-1.0,10.0,11.0,263.0,-94.0,0.0,-2.0,-10.0
473,1159,10/21/2006,2006,1, Michigan, Iowa,20,6, Michigan,14,4,2,3,0,-1.0,2.0,6.0,1.0,17.0,15.0,47.0,526.0,-1.0,1.0,-3.0
474,1160,10/21/2006,2006,1, Missouri, Kansas State,41,21, Missouri,20,-4,1,3,0,0.0,19.0,199.0,2.0,9.0,-10.0,-91.0,120.0,-2.0,-2.0,11.0
475,1161,10/21/2006,2006,1, Baylor, Kansas,36,35, Baylor,1,-13,1,3,0,1.0,22.0,296.0,-3.0,-19.0,-31.0,-218.0,-214.0,-1.0,1.0,31.0
476,1166,10/21/2006,2006,1, Northwestern, Michigan State,38,41, Michigan State,-3,0,1,-2,0,-1.0,-16.0,-77.0,-6.0,-46.0,7.0,81.0,254.0,0.0,0.0,-13.0
477,1169,10/21/2006,2006,1, Arkansas, Mississippi,38,3, Arkansas,35,0,-8,-4,1,0.0,1.0,62.0,0.0,16.0,6.0,39.0,-290.0,-3.0,0.0,-18.0
478,1174,10/21/2006,2006,1, Arizona, Oregon State,10,17, Oregon State,-7,-6,2,-2,2,0.0,1.0,-20.0,0.0,5.0,-10.0,-129.0,-132.0,3.0,0.0,8.0
479,1177,10/21/2006,2006,1, Pittsburgh, Rutgers,10,20, Rutgers,-10,-8,-3,-2,0,1.0,6.0,97.0,6.0,38.0,-22.0,-201.0,-534.0,0.0,0.0,8.0
480,1181,10/21/2006,2006,1, Virginia Tech, Southern Mississippi,36,6, Virginia Tech,30,6,-6,-2,1,-2.0,-7.0,-20.0,-2.0,-4.0,2.0,202.0,-432.0,0.0,1.0,-8.0
481,1184,10/21/2006,2006,1, Oklahoma State, Texas A&M,33,34, Texas A&M,-1,1,0,0,0,-1.0,-7.0,-59.0,0.0,-11.0,-11.0,-5.0,-644.0,0.0,0.0,-5.0
482,1185,10/21/2006,2006,1, Army, TCU,17,31, TCU,-14,-9,-4,-3,-1,-1.0,-1.0,-59.0,-7.0,-67.0,-15.0,-104.0,-538.0,0.0,2.0,1.0
483,1187,10/21/2006,2006,1, Nebraska, Texas,20,22, Texas,-2,-4,-5,-3,0,1.0,-9.0,82.0,2.0,25.0,-10.0,-90.0,-552.0,0.0,1.0,-11.0
484,1189,10/21/2006,2006,1, Eastern Michigan, Toledo,17,13, Eastern Michigan,4,-3,-1,-2,0,0.0,-1.0,53.0,1.0,-15.0,0.0,-42.0,44.0,-1.0,1.0,-4.0
485,1191,10/21/2006,2006,1, Memphis, Tulsa,14,35, Tulsa,-21,1,7,1,2,0.0,7.0,-60.0,-3.0,-32.0,-4.0,-64.0,-98.0,2.0,0.0,18.0
486,1195,10/21/2006,2006,1, Ball State, Western Michigan,27,41, Western Michigan,-14,-6,3,2,0,-2.0,8.0,69.0,-5.0,-30.0,-9.0,-157.0,-44.0,0.0,3.0,14.0
487,1197,10/22/2006,2006,1, Cincinnati, South Florida,23,6, Cincinnati,17,5,0,1,-1,-2.0,-8.0,-22.0,-1.0,20.0,17.0,99.0,532.0,-2.0,-1.0,-18.0
488,1200,10/28/2006,2006,1, Toledo, Akron,35,20, Toledo,15,5,1,2,1,1.0,-4.0,-52.0,-3.0,-2.0,16.0,68.0,430.0,1.0,-2.0,-12.0
489,1207,10/28/2006,2006,1, Air Force, BYU,14,33, BYU,-19,7,2,-1,1,1.0,-19.0,-219.0,-7.0,-40.0,15.0,37.0,-122.0,2.0,1.0,-21.0
490,1210,10/28/2006,2006,1, Houston, UCF,51,31, Houston,20,-3,-2,-2,1,-2.0,4.0,23.0,-3.0,-20.0,-14.0,-37.0,-322.0,0.0,-1.0,3.0
491,1212,10/28/2006,2006,1, Southern Mississippi, East Carolina,17,20, East Carolina,-3,-3,-7,-4,-2,0.0,-7.0,-118.0,0.0,16.0,-13.0,-1.0,-322.0,-2.0,-1.0,-13.0
492,1215,10/28/2006,2006,1, Maryland, Florida State,27,24, Maryland,3,-2,-4,-2,0,-1.0,-10.0,-155.0,-3.0,-25.0,-2.0,-80.0,-280.0,-1.0,0.0,-16.0
493,1218,10/28/2006,2006,1, Wisconsin, Illinois,30,24, Wisconsin,6,-1,-4,-5,1,0.0,2.0,46.0,-1.0,2.0,0.0,-22.0,152.0,0.0,0.0,-4.0
494,1232,10/28/2006,2006,1, Troy, North Texas,14,6, Troy,8,3,2,5,0,1.0,2.0,-46.0,-3.0,-30.0,4.0,59.0,-142.0,-1.0,1.0,-3.0
495,1233,10/28/2006,2006,1, Iowa, Northern Illinois,24,14, Iowa,10,5,-2,1,0,1.0,4.0,133.0,2.0,34.0,17.0,76.0,502.0,-2.0,-1.0,0.0
496,1235,10/28/2006,2006,1, Navy, Notre Dame,14,38, Notre Dame,-24,7,1,1,-3,1.0,-14.0,-252.0,0.0,8.0,19.0,95.0,-78.0,-4.0,0.0,-18.0
497,1236,10/28/2006,2006,1, Kent State, Ohio,7,17, Ohio,-10,-1,2,-1,0,0.0,0.0,27.0,-8.0,-53.0,2.0,-30.0,62.0,2.0,-1.0,5.0
498,1238,10/28/2006,2006,1, Purdue, Penn State,0,12, Penn State,-12,-8,-4,-3,-1,0.0,8.0,2.0,-8.0,-75.0,-26.0,-178.0,-644.0,0.0,2.0,8.0
499,1240,10/28/2006,2006,1, Oregon State, USC,33,31, Oregon State,2,-3,7,4,-1,-3.0,-3.0,-144.0,5.0,40.0,8.0,3.0,382.0,-1.0,-1.0,-7.0
500,1242,10/28/2006,2006,1, South Carolina, Tennessee,24,31, Tennessee,-7,6,3,2,0,-1.0,-5.0,-24.0,-4.0,-52.0,12.0,94.0,186.0,2.0,3.0,1.0
501,1243,10/28/2006,2006,1, Baylor, Texas A&M,21,31, Texas A&M,-10,-10,-5,-6,0,0.0,2.0,45.0,1.0,18.0,-24.0,-215.0,-824.0,0.0,1.0,2.0
502,1245,10/28/2006,2006,1, Tulane, Army,42,28, Tulane,14,4,2,4,0,1.0,17.0,215.0,6.0,50.0,17.0,104.0,785.0,-1.0,-2.0,22.0
503,1248,10/28/2006,2006,1, UCLA, Washington State,15,37, Washington State,-22,-2,-3,-2,-3,1.0,-11.0,-153.0,-4.0,-13.0,-12.0,-36.0,-838.0,-2.0,0.0,-1.0
504,1249,10/28/2006,2006,1, TCU, Wyoming,26,3, TCU,23,7,-2,3,-1,0.0,-4.0,107.0,-1.0,-5.0,15.0,160.0,-112.0,-1.0,1.0,-10.0
505,1252,11/01/2006,2006,1, Boise State, Fresno State,45,21, Boise State,24,9,3,7,-1,0.0,7.0,59.0,0.0,-11.0,21.0,198.0,580.0,-3.0,0.0,1.0
506,1254,11/03/2006,2006,1, Army, Air Force,7,43, Air Force,-36,-12,-4,-3,-1,1.0,10.0,72.0,1.0,15.0,-36.0,-135.0,-596.0,-1.0,4.0,16.0
507,1255,11/04/2006,2006,1, Oregon State, Arizona State,44,10, Oregon State,34,0,4,6,0,0.0,8.0,158.0,-2.0,5.0,2.0,22.0,348.0,-1.0,-2.0,7.0
508,1259,11/04/2006,2006,1, Michigan, Ball State,34,26, Michigan,8,13,2,5,1,0.0,-1.0,-95.0,5.0,46.0,24.0,305.0,544.0,0.0,0.0,-9.0
509,1266,11/04/2006,2006,1, UCF, East Carolina,10,23, East Carolina,-13,-11,-3,-4,-1,0.0,2.0,70.0,0.0,10.0,-20.0,-112.0,-784.0,1.0,0.0,4.0
510,1269,11/04/2006,2006,1, North Carolina State, Georgia Tech,23,31, Georgia Tech,-8,-9,2,-2,1,0.0,8.0,55.0,4.0,58.0,-22.0,-136.0,-382.0,2.0,-2.0,18.0
511,1272,11/04/2006,2006,1, Minnesota, Indiana,63,26, Minnesota,37,-2,-5,-1,-1,0.0,-5.0,43.0,-1.0,-10.0,-12.0,-2.0,-382.0,-3.0,-3.0,-14.0
512,1273,11/04/2006,2006,1, Colorado, Kansas State,21,34, Kansas State,-13,0,-3,-4,0,1.0,-12.0,-106.0,-2.0,-16.0,2.0,37.0,-420.0,2.0,0.0,-8.0
513,1274,11/04/2006,2006,1, Iowa State, Kansas,10,41, Kansas,-31,-7,-4,-5,-2,0.0,-4.0,-54.0,-1.0,-20.0,-16.0,-136.0,-646.0,1.0,0.0,4.0
514,1275,11/04/2006,2006,1, Buffalo, Kent State,41,14, Buffalo,27,0,-3,-2,0,-2.0,-4.0,-2.0,1.0,1.0,0.0,73.0,238.0,-3.0,-1.0,-14.0
515,1277,11/04/2006,2006,1, North Texas, Louisiana Tech,31,34, Louisiana Tech,-3,-2,6,3,3,0.0,-10.0,-79.0,2.0,15.0,16.0,46.0,456.0,3.0,3.0,-6.0
516,1281,11/04/2006,2006,1, Nebraska, Missouri,34,20, Nebraska,14,0,4,8,-3,1.0,-6.0,-8.0,1.0,4.0,15.0,64.0,622.0,-3.0,-2.0,-16.0
517,1282,11/04/2006,2006,1, Notre Dame, North Carolina,45,26, Notre Dame,19,6,1,4,0,1.0,9.0,133.0,0.0,-21.0,10.0,75.0,266.0,0.0,0.0,13.0
518,1283,11/04/2006,2006,1, Idaho, Nevada,7,45, Nevada,-38,-12,-5,-6,-2,3.0,-5.0,-79.0,1.0,23.0,-25.0,-129.0,-944.0,-3.0,0.0,-6.0
519,1285,11/04/2006,2006,1, Iowa, Northwestern,7,21, Northwestern,-14,-1,0,0,0,1.0,-1.0,-71.0,-1.0,-10.0,-9.0,-108.0,-404.0,0.0,0.0,-2.0
520,1287,11/04/2006,2006,1, Eastern Michigan, Ohio,10,16, Ohio,-6,-7,1,1,0,0.0,6.0,61.0,1.0,-5.0,-18.0,-158.0,-122.0,-1.0,1.0,13.0
521,1288,11/04/2006,2006,1, Texas, Oklahoma State,36,10, Texas,26,5,3,1,2,1.0,12.0,223.0,-6.0,-45.0,24.0,84.0,992.0,2.0,-2.0,1.0
522,1292,11/04/2006,2006,1, Michigan State, Purdue,15,17, Purdue,-2,6,0,0,-1,-1.0,-5.0,-125.0,0.0,-14.0,8.0,67.0,40.0,0.0,1.0,-1.0
523,1299,11/04/2006,2006,1, Marshall, Tulane,42,21, Marshall,21,2,-8,-7,0,0.0,-1.0,78.0,1.0,10.0,5.0,54.0,446.0,-2.0,0.0,-13.0
524,1300,11/04/2006,2006,1, Houston, Tulsa,27,10, Houston,17,6,-3,-4,2,0.0,0.0,108.0,8.0,75.0,14.0,114.0,296.0,1.0,-1.0,-13.0
525,1301,11/04/2006,2006,1, Duke, Navy,13,38, Navy,-25,-15,-2,-4,-1,-2.0,13.0,149.0,3.0,27.0,-37.0,-322.0,-370.0,0.0,0.0,17.0
526,1303,11/04/2006,2006,1, Florida State, Virginia,33,0, Florida State,33,-2,-2,0,0,0.0,-3.0,101.0,2.0,29.0,-5.0,59.0,-232.0,-1.0,-2.0,-1.0
527,1304,11/04/2006,2006,1, Oregon, Washington,34,14, Oregon,20,16,-1,5,-1,1.0,3.0,13.0,-4.0,-55.0,33.0,303.0,616.0,-2.0,1.0,-4.0
528,1305,11/05/2006,2006,1, Memphis, Southern Mississippi,21,42, Southern Mississippi,-21,-2,4,-2,2,0.0,-3.0,-81.0,-4.0,-16.0,-8.0,-96.0,-140.0,2.0,0.0,9.0
529,1310,11/10/2006,2006,1, UAB, UTEP,17,36, UTEP,-19,5,-2,-2,0,0.0,-9.0,-189.0,5.0,45.0,9.0,93.0,42.0,0.0,2.0,-13.0
530,1313,11/11/2006,2006,1, Oklahoma State, Baylor,66,24, Oklahoma State,42,14,1,3,0,-3.0,-11.0,-139.0,8.0,94.0,33.0,294.0,564.0,1.0,-3.0,-26.0
531,1314,11/11/2006,2006,1, San Jose State, Boise State,20,23, Boise State,-3,-8,-1,2,-2,0.0,3.0,-8.0,2.0,8.0,-17.0,-85.0,-492.0,-2.0,-1.0,3.0
532,1317,11/11/2006,2006,1, West Virginia, Cincinnati,42,24, West Virginia,18,5,-6,-3,-1,-1.0,-15.0,-212.0,1.0,27.0,7.0,256.0,-330.0,-2.0,-3.0,-27.0
533,1320,11/11/2006,2006,1, North Carolina, Georgia Tech,0,7, Georgia Tech,-7,-2,-6,-7,0,-1.0,3.0,78.0,1.0,-3.0,-21.0,-88.0,-608.0,1.0,1.0,10.0
534,1322,11/11/2006,2006,1, SMU, Houston,27,37, Houston,-10,-11,6,3,0,1.0,11.0,152.0,-6.0,-58.0,-13.0,-313.0,120.0,0.0,0.0,15.0
535,1323,11/11/2006,2006,1, Colorado, Iowa State,33,16, Colorado,17,3,0,1,-1,0.0,-5.0,-9.0,3.0,47.0,8.0,161.0,140.0,-1.0,0.0,-10.0
536,1324,11/11/2006,2006,1, Virginia Tech, Kent State,23,0, Virginia Tech,23,-1,5,4,-1,-1.0,6.0,43.0,-4.0,-21.0,2.0,-11.0,-188.0,0.0,-1.0,6.0
537,1325,11/11/2006,2006,1, Hawai'i, Louisiana Tech,61,17, Hawai'i,44,-4,-12,-4,-1,1.0,13.0,281.0,1.0,-8.0,-29.0,-23.0,-1004.0,-3.0,-1.0,6.0
538,1326,11/11/2006,2006,1, East Carolina, Marshall,33,20, East Carolina,13,6,3,2,0,0.0,-2.0,5.0,4.0,24.0,26.0,39.0,598.0,-1.0,-1.0,-15.0
539,1328,11/11/2006,2006,1, Indiana, Michigan,3,34, Michigan,-31,-10,3,-2,-1,0.0,4.0,-63.0,0.0,-5.0,-26.0,-182.0,-648.0,0.0,0.0,17.0
540,1329,11/11/2006,2006,1, Arkansas State, Middle Tennessee,10,38, Middle Tennessee,-28,2,5,1,0,0.0,3.0,12.0,-1.0,5.0,8.0,-49.0,377.0,4.0,1.0,21.0
541,1332,11/11/2006,2006,1, San Diego State, UNLV,21,7, San Diego State,14,4,1,3,-1,1.0,-4.0,-75.0,-4.0,-44.0,21.0,102.0,532.0,-1.0,-1.0,-18.0
542,1334,11/11/2006,2006,1, Clemson, North Carolina State,20,14, Clemson,6,-1,-6,-3,-1,1.0,5.0,51.0,3.0,31.0,-6.0,45.0,-36.0,-3.0,0.0,-1.0
543,1335,11/11/2006,2006,1, Louisiana-Lafayette, North Texas,7,16, North Texas,-9,-1,-1,0,-1,1.0,8.0,40.0,-1.0,-10.0,-17.0,-79.0,-460.0,2.0,-1.0,13.0
544,1337,11/11/2006,2006,1, Air Force, Notre Dame,17,39, Notre Dame,-22,1,10,6,1,0.0,0.0,-2.0,-1.0,-10.0,33.0,24.0,1030.0,3.0,0.0,0.0
545,1338,11/11/2006,2006,1, Northwestern, Ohio State,10,54, Ohio State,-44,-8,-2,-5,-2,2.0,7.0,35.0,-1.0,-13.0,-20.0,-163.0,-325.0,-2.0,1.0,12.0
546,1339,11/11/2006,2006,1, UCLA, Oregon State,25,7, UCLA,18,4,1,1,-1,-3.0,-5.0,-49.0,5.0,85.0,2.0,51.0,-204.0,-3.0,1.0,-6.0
547,1341,11/11/2006,2006,1, Connecticut, Pittsburgh,46,45, Connecticut,1,10,7,6,0,1.0,0.0,-70.0,-1.0,-10.0,21.0,137.0,312.0,2.0,0.0,4.0
548,1342,11/11/2006,2006,1, Illinois, Purdue,31,42, Purdue,-11,5,-2,-5,2,3.0,-12.0,-134.0,-2.0,9.0,4.0,114.0,18.0,2.0,0.0,-13.0
549,1351,11/11/2006,2006,1, Oklahoma, Texas Tech,34,24, Oklahoma,10,2,-1,5,-1,3.0,-2.0,59.0,-5.0,-26.0,25.0,108.0,422.0,-2.0,0.0,-17.0
550,1353,11/11/2006,2006,1, Florida Atlantic, Troy,17,24, Troy,-7,-2,-2,0,-2,-1.0,4.0,-13.0,4.0,25.0,-12.0,-94.0,26.0,-4.0,1.0,8.0
551,1354,11/11/2006,2006,1, Eastern Michigan, Navy,21,49, Navy,-28,-8,0,-3,0,-1.0,17.0,69.0,2.0,32.0,-27.0,-185.0,18.0,0.0,2.0,28.0
552,1355,11/11/2006,2006,1, Nevada, Utah State,42,0, Nevada,42,7,-2,4,1,2.0,3.0,58.0,-4.0,-35.0,6.0,77.0,66.0,0.0,-3.0,-1.0
553,1359,11/11/2006,2006,1, Iowa, Wisconsin,21,24, Wisconsin,-3,-2,-3,-2,0,-2.0,-7.0,-58.0,-1.0,0.0,-25.0,-9.0,-1056.0,0.0,1.0,7.0
554,1361,11/15/2006,2006,1, Bowling Green, Miami (Ohio),7,9, Miami (Ohio),-2,2,-1,-2,-1,-1.0,1.0,1.0,-2.0,-11.0,-4.0,56.0,-108.0,-1.0,0.0,0.0
555,1362,11/16/2006,2006,1, Ohio, Akron,17,7, Ohio,10,9,-1,1,-1,2.0,-15.0,-178.0,-2.0,0.0,29.0,212.0,678.0,-3.0,-2.0,-31.0
556,1367,11/18/2006,2006,1, Oregon, Arizona,10,37, Arizona,-27,-2,2,3,0,2.0,16.0,50.0,-7.0,-65.0,-19.0,-67.0,-760.0,4.0,4.0,31.0
557,1369,11/18/2006,2006,1, Mississippi State, Arkansas,14,28, Arkansas,-14,-1,2,0,0,0.0,6.0,73.0,3.0,30.0,-8.0,26.0,52.0,0.0,1.0,18.0
558,1370,11/18/2006,2006,1, Alabama, Auburn,15,22, Auburn,-7,-1,3,3,0,2.0,12.0,115.0,-2.0,-7.0,-10.0,-12.0,-34.0,1.0,1.0,19.0
559,1372,11/18/2006,2006,1, USC, California,23,9, USC,14,0,-2,-3,1,-1.0,1.0,62.0,7.0,49.0,5.0,21.0,462.0,0.0,-2.0,-7.0
560,1375,11/18/2006,2006,1, Syracuse, Connecticut,20,14, Syracuse,6,1,-6,-7,0,1.0,-12.0,-53.0,2.0,25.0,0.0,93.0,-124.0,0.0,-3.0,-14.0
561,1377,11/18/2006,2006,1, Rice, East Carolina,18,17, Rice,1,-4,5,0,4,0.0,13.0,196.0,-3.0,-11.0,2.0,-39.0,308.0,5.0,0.0,28.0
562,1382,11/18/2006,2006,1, Purdue, Indiana,28,19, Purdue,9,1,-2,1,-2,-3.0,-8.0,-30.0,-5.0,-37.0,8.0,-40.0,40.0,-4.0,4.0,-10.0
563,1385,11/18/2006,2006,1, Boston College, Maryland,38,16, Boston College,22,2,-2,0,-1,-2.0,-9.0,-9.0,7.0,51.0,1.0,51.0,-525.0,-2.0,-2.0,-14.0
564,1386,11/18/2006,2006,1, Virginia, Miami (Florida),17,7, Virginia,10,2,6,6,0,-1.0,12.0,65.0,-3.0,-35.0,13.0,21.0,420.0,0.0,-1.0,15.0
565,1387,11/18/2006,2006,1, Penn State, Michigan State,17,13, Penn State,4,4,-5,-2,1,4.0,-13.0,-71.0,-4.0,-35.0,24.0,91.0,172.0,-1.0,0.0,-25.0
566,1392,11/18/2006,2006,1, Louisiana Tech, Nevada,0,42, Nevada,-42,-2,-1,-2,-1,1.0,1.0,-28.0,4.0,45.0,-9.0,-50.0,-314.0,1.0,1.0,4.0
567,1394,11/18/2006,2006,1, North Carolina, North Carolina State,23,9, North Carolina,14,1,1,4,-1,0.0,-14.0,-124.0,-4.0,-22.0,14.0,43.0,196.0,-2.0,-3.0,-26.0
568,1395,11/18/2006,2006,1, Kentucky, Louisiana-Monroe,42,40, Kentucky,2,-10,-3,-7,2,1.0,15.0,209.0,-6.0,-57.0,-28.0,-253.0,-494.0,3.0,-1.0,16.0
569,1396,11/18/2006,2006,1, Texas Tech, Oklahoma State,30,24, Texas Tech,6,-9,-5,-4,-2,1.0,15.0,189.0,2.0,42.0,-33.0,-140.0,-748.0,-2.0,-1.0,10.0
570,1399,11/18/2006,2006,1, Cincinnati, Rutgers,30,11, Cincinnati,19,4,-3,-1,0,3.0,-10.0,39.0,1.0,25.0,25.0,75.0,322.0,-1.0,-4.0,-27.0
571,1401,11/18/2006,2006,1, Hawai'i, San Jose State,54,17, Hawai'i,37,3,-1,5,1,-1.0,22.0,307.0,9.0,105.0,-12.0,69.0,-80.0,1.0,0.0,23.0
572,1404,11/18/2006,2006,1, Navy, Temple,42,6, Navy,36,18,-6,-1,0,1.0,-17.0,-181.0,-4.0,-30.0,29.0,407.0,40.0,-4.0,-1.0,-25.0
573,1406,11/18/2006,2006,1, Marshall, UTEP,49,21, Marshall,28,8,1,3,0,-1.0,-29.0,-251.0,0.0,4.0,27.0,244.0,66.0,-1.0,-2.0,-33.0
574,1414,11/18/2006,2006,1, Florida State, Western Michigan,28,20, Florida State,8,-1,-8,-6,0,2.0,-13.0,-51.0,-4.0,-42.0,-2.0,40.0,-220.0,-2.0,-2.0,-27.0
575,1415,11/18/2006,2006,1, UNLV, Wyoming,26,34, Wyoming,-8,-2,2,1,2,2.0,0.0,-35.0,5.0,21.0,-16.0,-30.0,-442.0,3.0,-1.0,10.0
576,1421,11/24/2006,2006,1, Ball State, Kent State,30,6, Ball State,24,-2,0,-1,-1,0.0,-3.0,87.0,-3.0,-37.0,7.0,53.0,336.0,-2.0,0.0,-4.0
577,1424,11/24/2006,2006,1, Miami (Ohio), Ohio,24,34, Ohio,-10,-2,-2,-1,0,0.0,10.0,47.0,-1.0,-11.0,-18.0,-176.0,-230.0,0.0,0.0,19.0
578,1425,11/24/2006,2006,1, Oregon State, Oregon,30,28, Oregon State,2,-3,-6,-6,-1,0.0,-9.0,-19.0,-1.0,10.0,-3.0,-65.0,-80.0,-1.0,-1.0,-16.0
579,1426,11/24/2006,2006,1, Texas, Texas A&M,7,12, Texas A&M,-5,-10,-7,-8,0,-1.0,10.0,102.0,-7.0,-65.0,-26.0,-174.0,-716.0,1.0,4.0,16.0
580,1427,11/24/2006,2006,1, Tulsa, Tulane,38,3, Tulsa,35,2,-4,0,1,0.0,6.0,189.0,2.0,20.0,6.0,117.0,100.0,2.0,0.0,1.0
581,1428,11/24/2006,2006,1, UNLV, Air Force,42,39, UNLV,3,-1,0,2,1,3.0,16.0,140.0,3.0,57.0,-2.0,0.0,394.0,0.0,0.0,16.0
582,1432,11/25/2006,2006,1, Louisiana-Lafayette, Arkansas State,28,13, Louisiana-Lafayette,15,-3,-4,-1,1,0.0,-3.0,-25.0,0.0,-18.0,3.0,32.0,-220.0,-2.0,1.0,-12.0
583,1435,11/25/2006,2006,1, Connecticut, Cincinnati,23,26, Cincinnati,-3,-1,-5,-2,0,0.0,-7.0,-119.0,1.0,-9.0,-10.0,-28.0,-252.0,0.0,-1.0,-10.0
584,1439,11/25/2006,2006,1, Georgia, Georgia Tech,15,12, Georgia,3,-4,4,6,0,0.0,10.0,129.0,2.0,45.0,2.0,-62.0,452.0,0.0,-2.0,7.0
585,1440,11/25/2006,2006,1, Missouri, Kansas,42,17, Missouri,25,2,8,8,1,-1.0,14.0,194.0,-6.0,-55.0,8.0,-23.0,440.0,1.0,-1.0,15.0
586,1447,11/25/2006,2006,1, Utah State, New Mexico State,20,42, New Mexico State,-22,-1,0,-2,-1,0.0,-7.0,-134.0,-4.0,-45.0,-6.0,-25.0,-284.0,0.0,0.0,2.0
587,1450,11/25/2006,2006,1, Oklahoma State, Oklahoma,21,27, Oklahoma,-6,-5,1,-3,3,1.0,10.0,166.0,3.0,26.0,-8.0,-119.0,-104.0,4.0,0.0,20.0
588,1452,11/25/2006,2006,1, New Mexico, San Diego State,41,14, New Mexico,27,0,-3,-1,-1,-1.0,-18.0,-240.0,5.0,23.0,-2.0,110.0,-506.0,-4.0,-3.0,-29.0
589,1455,11/25/2006,2006,1, West Virginia, South Florida,19,24, South Florida,-5,2,1,0,0,2.0,-8.0,-101.0,-5.0,-35.0,-2.0,48.0,-304.0,1.0,0.0,-8.0
590,1457,11/25/2006,2006,1, Rutgers, Syracuse,38,7, Rutgers,31,2,-3,-1,2,-1.0,0.0,77.0,-1.0,-4.0,13.0,95.0,566.0,1.0,-1.0,-4.0
591,1458,11/25/2006,2006,1, Colorado State, TCU,14,45, TCU,-31,-12,0,-1,-1,-1.0,5.0,10.0,-3.0,-55.0,-32.0,-316.0,-452.0,-2.0,2.0,8.0
592,1459,11/25/2006,2006,1, Middle Tennessee, Troy,20,21, Troy,-1,0,2,3,-2,1.0,-17.0,-109.0,-2.0,-30.0,8.0,-4.0,240.0,-3.0,-1.0,-18.0
593,1469,12/02/2006,2006,1, Oklahoma, Nebraska,21,7, Oklahoma,14,-4,0,1,-1,-2.0,-4.0,-17.0,-2.0,1.0,7.0,-42.0,198.0,-2.0,-2.0,-15.0
594,1471,12/02/2006,2006,1, Hawai'i, Oregon State,32,35, Oregon State,-3,1,6,5,1,0.0,26.0,156.0,-1.0,-13.0,3.0,32.0,992.0,0.0,2.0,33.0
595,1478,12/02/2006,2006,1, Georgia Tech, Wake Forest,6,9, Wake Forest,-3,1,-1,1,-1,0.0,-5.0,-72.0,-1.0,-40.0,-5.0,52.0,-504.0,2.0,2.0,4.0
596,1481,12/22/2006,2006,1, Troy, Rice,41,17, Troy,24,5,-2,-1,0,0.0,-20.0,-77.0,0.0,21.0,12.0,109.0,-474.0,0.0,-4.0,-25.0
597,1484,12/23/2006,2006,1, Utah, Tulsa,25,13, Utah,12,4,3,5,-2,0.0,3.0,82.0,2.0,5.0,4.0,69.0,220.0,-2.0,0.0,7.0
598,1485,12/24/2006,2006,1, Arizona State, Hawai'i,24,41, Hawai'i,-17,4,2,-1,1,1.0,-20.0,-368.0,-5.0,-71.0,9.0,79.0,-270.0,2.0,-1.0,-16.0
599,1487,12/27/2006,2006,1, UCLA, Florida State,27,44, Florida State,-17,3,1,1,-1,1.0,-6.0,-85.0,-1.0,-10.0,5.0,89.0,-24.0,0.0,1.0,-7.0
