,game_id,date,year,week,home_team,away_team,home_score,away_score,winner,score_diff,1st Downs_diff,3rd Down Attempts_diff,3rd Down Conversions_diff,4th Down conversions_diff,Fumbles Lost_diff,Passing Completions_diff,Passing Yards_diff,Penalties_diff,Penalty Yards_diff,Rushing Attempts_diff,Rushing Yards_diff,Time of Possession_diff,4th Down Attempts_diff,Interceptions Thrown_diff,Passing Attempts_diff
109,236,10/01/2005,2005,1, Western Michigan, Buffalo,31,21, Western Michigan,10,-1,-7,-2,-3,-1.0,-16.0,-104.0,3.0,35.0,-10.0,79.0,-860.0,-3.0,0.0,-14.0
110,242,10/01/2005,2005,1, Florida International, Florida A&M,23,6, Florida International,17,7,2,1,1,0.0,5.0,100.0,2.0,25.0,18.0,216.0,618.0,2.0,-2.0,5.0
111,243,10/01/2005,2005,1, Louisville, Florida Atlantic,61,10, Louisville,51,11,-5,0,0,-1.0,0.0,95.0,-1.0,42.0,-1.0,311.0,-786.0,2.0,0.0,-1.0
112,244,10/01/2005,2005,1, Alabama, Florida,31,3, Alabama,28,-1,-4,1,-2,2.0,-1.0,99.0,-1.0,-25.0,6.0,-18.0,134.0,-4.0,-2.0,-19.0
113,246,10/01/2005,2005,1, Iowa, Illinois,35,7, Iowa,28,4,-9,-3,-1,1.0,-15.0,-58.0,-1.0,-20.0,6.0,160.0,-10.0,-2.0,0.0,-21.0
114,247,10/01/2005,2005,1, Wisconsin, Indiana,41,24, Wisconsin,17,-4,-4,0,-1,-2.0,-7.0,30.0,-6.0,-27.0,5.0,-22.0,74.0,-1.0,0.0,-17.0
115,250,10/01/2005,2005,1, Texas Tech, Kansas,30,17, Texas Tech,13,-1,-2,-1,0,1.0,13.0,179.0,0.0,12.0,-11.0,-70.0,46.0,-1.0,-1.0,15.0
116,253,10/01/2005,2005,1, Michigan State, Michigan,31,34, Michigan,-3,-1,-3,3,-3,0.0,-6.0,26.0,3.0,20.0,-6.0,-59.0,-64.0,-3.0,1.0,-5.0
117,255,10/01/2005,2005,1, Penn State, Minnesota,44,14, Penn State,30,17,4,6,-1,-1.0,-3.0,1.0,-1.0,-39.0,27.0,251.0,636.0,-2.0,-1.0,4.0
118,257,10/01/2005,2005,1, Wyoming, UNLV,42,17, Wyoming,25,-1,-4,-1,-1,-1.0,-3.0,107.0,-8.0,-38.0,2.0,4.0,146.0,-2.0,-2.0,-17.0
119,259,10/01/2005,2005,1, Louisiana Tech, New Mexico State,34,14, Louisiana Tech,20,5,5,5,-1,-2.0,-3.0,-12.0,1.0,1.0,17.0,85.0,792.0,-2.0,-4.0,-4.0
120,260,10/01/2005,2005,1, TCU, New Mexico,49,28, TCU,21,0,-7,-8,0,-1.0,-9.0,-53.0,2.0,33.0,-11.0,97.0,-588.0,0.0,-4.0,-16.0
121,261,10/01/2005,2005,1, Purdue, Notre Dame,28,49, Notre Dame,-21,-1,-3,-4,0,1.0,3.0,-118.0,-1.0,-5.0,-26.0,11.0,-726.0,2.0,-1.0,19.0
122,262,10/01/2005,2005,1, Stanford, Oregon,20,44, Oregon,-24,-1,-5,-8,-1,0.0,-14.0,-307.0,-8.0,-106.0,-8.0,-68.0,-122.0,-2.0,1.0,-10.0
123,263,10/01/2005,2005,1, UAB, Rice,45,26, UAB,19,-11,4,3,1,-1.0,18.0,274.0,6.0,58.0,-20.0,-133.0,-226.0,2.0,-3.0,18.0
124,264,10/01/2005,2005,1, Auburn, South Carolina,48,7, Auburn,41,5,2,4,1,-1.0,5.0,136.0,-6.0,-27.0,11.0,53.0,138.0,0.0,0.0,10.0
125,268,10/01/2005,2005,1, Marshall, SMU,16,13, Marshall,3,10,0,-1,1,0.0,24.0,163.0,-3.0,-12.0,-1.0,59.0,458.0,1.0,1.0,35.0
126,269,10/01/2005,2005,1, East Carolina, Southern Mississippi,7,33, Southern Mississippi,-26,2,-6,-3,0,3.0,-3.0,-122.0,5.0,50.0,-8.0,-8.0,-458.0,-1.0,1.0,-7.0
127,277,10/01/2005,2005,1, West Virginia, Virginia Tech,17,34, Virginia Tech,-17,-6,-2,-4,1,2.0,-4.0,-74.0,5.0,45.0,-19.0,-64.0,-882.0,1.0,0.0,-3.0
128,281,10/04/2005,2005,1, North Texas, Troy,10,13, Troy,-3,-14,1,3,-1,2.0,4.0,89.0,0.0,0.0,-33.0,-183.0,-780.0,0.0,1.0,15.0
129,287,10/08/2005,2005,1, USC, Arizona,42,21, USC,21,16,5,9,0,1.0,13.0,206.0,4.0,45.0,29.0,273.0,840.0,0.0,0.0,19.0
130,290,10/08/2005,2005,1, New Mexico, BYU,24,27, BYU,-3,5,-2,-3,0,1.0,-16.0,-153.0,2.0,-12.0,15.0,151.0,-74.0,0.0,-1.0,-16.0
131,291,10/08/2005,2005,1, New Mexico State, Fresno State,7,37, Fresno State,-30,-7,-1,-6,2,2.0,7.0,-7.0,-2.0,-17.0,-21.0,-117.0,-626.0,5.0,0.0,12.0
132,299,10/08/2005,2005,1, Louisiana Tech, Hawai'i,46,14, Louisiana Tech,32,14,5,7,0,-1.0,-12.0,-120.0,-4.0,-1.0,39.0,316.0,912.0,0.0,-1.0,-17.0
133,309,10/08/2005,2005,1, UCF, Memphis,38,17, UCF,21,5,4,7,1,0.0,0.0,210.0,3.0,35.0,25.0,40.0,998.0,0.0,-1.0,-2.0
134,310,10/08/2005,2005,1, Michigan, Minnesota,20,23, Minnesota,-3,-7,-3,-6,1,-1.0,3.0,16.0,-5.0,-44.0,-23.0,-170.0,-340.0,0.0,0.0,6.0
135,313,10/08/2005,2005,1, Louisville, North Carolina,69,14, Louisville,55,2,1,3,1,-3.0,-1.0,83.0,-1.0,-10.0,0.0,36.0,-316.0,0.0,-1.0,-6.0
136,318,10/08/2005,2005,1, Arizona State, Oregon,17,31, Oregon,-14,-5,0,-1,-1,-1.0,11.0,-1.0,1.0,-15.0,-22.0,-181.0,-102.0,0.0,0.0,16.0
137,323,10/08/2005,2005,1, UAB, SMU,27,28, SMU,-1,1,-5,-2,0,0.0,-8.0,11.0,-2.0,-12.0,-13.0,-7.0,-678.0,-1.0,2.0,-8.0
138,327,10/08/2005,2005,1, Nebraska, Texas Tech,31,34, Texas Tech,-3,2,-2,2,-3,2.0,-13.0,-139.0,-1.0,-17.0,12.0,91.0,-118.0,-2.0,1.0,-10.0
139,328,10/08/2005,2005,1, Southern Mississippi, Tulsa,17,34, Tulsa,-17,-9,-6,-6,-1,0.0,-9.0,-112.0,0.0,-4.0,-33.0,-194.0,-1486.0,0.0,2.0,-5.0
140,334,10/08/2005,2005,1, Northwestern, Wisconsin,51,48, Northwestern,3,3,-3,-1,-1,2.0,2.0,35.0,5.0,67.0,4.0,124.0,-72.0,-1.0,-2.0,4.0
141,336,10/13/2005,2005,1, Arkansas State, Louisiana-Lafayette,39,36, Arkansas State,3,-7,-10,-12,-2,-2.0,0.0,97.0,0.0,1.0,-25.0,-193.0,-688.0,-2.0,-1.0,3.0
142,337,10/14/2005,2005,1, Tulane, UTEP,21,45, UTEP,-24,-4,6,3,2,3.0,8.0,103.0,-2.0,-49.0,-9.0,-101.0,-8.0,4.0,0.0,24.0
143,338,10/15/2005,2005,1, Miami (Ohio), Akron,51,23, Miami (Ohio),28,4,-5,0,-1,-3.0,1.0,115.0,-1.0,-13.0,4.0,88.0,178.0,-2.0,-1.0,-6.0
144,343,10/15/2005,2005,1, Washington State, UCLA,41,44, UCLA,-3,-1,-1,1,-1,1.0,-12.0,-169.0,3.0,62.0,-4.0,152.0,-696.0,-3.0,-1.0,-12.0
145,344,10/15/2005,2005,1, Southern Mississippi, UCF,52,31, Southern Mississippi,21,-2,-1,1,-3,-4.0,0.0,18.0,0.0,-9.0,-4.0,-23.0,-58.0,-1.0,0.0,-2.0
146,345,10/15/2005,2005,1, BYU, Colorado State,24,14, BYU,10,12,3,5,-1,0.0,-9.0,-113.0,-2.0,5.0,31.0,244.0,624.0,-1.0,1.0,-12.0
147,349,10/15/2005,2005,1, Northern Illinois, Eastern Michigan,24,8, Northern Illinois,16,5,-2,3,-1,0.0,0.0,18.0,5.0,70.0,21.0,242.0,340.0,-1.0,1.0,-8.0
148,355,10/15/2005,2005,1, Missouri, Iowa State,27,24, Missouri,3,-3,-2,-2,0,0.0,8.0,61.0,0.0,6.0,-17.0,-69.0,-1004.0,0.0,0.0,10.0
149,360,10/15/2005,2005,1, Houston, Memphis,20,35, Memphis,-15,-9,5,1,1,1.0,19.0,284.0,5.0,59.0,-20.0,-209.0,-314.0,2.0,-1.0,33.0
150,363,10/15/2005,2005,1, Florida Atlantic, Middle Tennessee,14,35, Middle Tennessee,-21,-8,-8,-6,0,2.0,-1.0,50.0,-1.0,1.0,-38.0,-159.0,-1350.0,0.0,2.0,9.0
151,367,10/15/2005,2005,1, Wyoming, New Mexico,24,27, New Mexico,-3,-12,-9,-7,-3,-2.0,6.0,96.0,-6.0,-33.0,-47.0,-144.0,-1018.0,-2.0,2.0,13.0
152,369,10/15/2005,2005,1, Purdue, Northwestern,29,34, Northwestern,-5,1,7,5,1,1.0,2.0,-97.0,-2.0,-4.0,9.0,-1.0,260.0,2.0,2.0,8.0
153,370,10/15/2005,2005,1, Central Michigan, Ohio,37,10, Central Michigan,27,-8,-7,-4,0,-2.0,5.0,174.0,7.0,77.0,-12.0,-39.0,-600.0,0.0,-1.0,-10.0
154,372,10/15/2005,2005,1, Kansas, Oklahoma,3,19, Oklahoma,-16,-1,-7,-5,-2,0.0,-6.0,-124.0,-6.0,-49.0,-27.0,-85.0,-948.0,0.0,1.0,-2.0
155,375,10/15/2005,2005,1, Syracuse, Rutgers,9,31, Rutgers,-22,-1,-1,-4,0,5.0,1.0,-30.0,-1.0,-5.0,-2.0,-38.0,-494.0,0.0,-3.0,0.0
156,378,10/15/2005,2005,1, Pittsburgh, South Florida,31,17, Pittsburgh,14,-2,-2,1,-1,0.0,-3.0,-19.0,-2.0,-3.0,-5.0,-15.0,-58.0,-3.0,-1.0,-16.0
157,379,10/15/2005,2005,1, Notre Dame, USC,31,34, USC,-3,6,6,5,-1,1.0,2.0,-37.0,-3.0,-36.0,21.0,-22.0,1040.0,-1.0,-1.0,2.0
158,380,10/15/2005,2005,1, Arizona, Stanford,16,20, Stanford,-4,1,7,8,0,3.0,5.0,24.0,-1.0,33.0,8.0,52.0,530.0,0.0,2.0,13.0
159,382,10/15/2005,2005,1, Louisiana-Monroe, Troy,27,3, Louisiana-Monroe,24,-3,-1,-1,-1,-1.0,0.0,16.0,-10.0,-99.0,-9.0,11.0,-332.0,-1.0,-2.0,0.0
160,383,10/15/2005,2005,1, Rice, Tulsa,21,41, Tulsa,-20,5,8,4,3,2.0,-10.0,-120.0,0.0,-1.0,25.0,53.0,162.0,5.0,1.0,-3.0
161,384,10/15/2005,2005,1, TCU, Army,38,17, TCU,21,6,-2,0,-1,0.0,0.0,-33.0,4.0,62.0,14.0,74.0,224.0,-1.0,-2.0,-10.0
162,385,10/15/2005,2005,1, Fresno State, Utah State,53,21, Fresno State,32,6,5,7,-1,-2.0,-1.0,16.0,5.0,13.0,9.0,149.0,558.0,-1.0,1.0,-1.0
163,387,10/15/2005,2005,1, Oregon, Washington,45,21, Oregon,24,2,-1,3,0,2.0,22.0,307.0,3.0,22.0,-4.0,25.0,46.0,0.0,-1.0,22.0
164,390,10/20/2005,2005,1, Maryland, Virginia Tech,9,28, Virginia Tech,-19,-7,5,-1,0,-1.0,0.0,-53.0,-2.0,-22.0,-15.0,-190.0,-70.0,-1.0,-1.0,7.0
165,391,10/21/2005,2005,1, UAB, Southern Mississippi,28,37, Southern Mississippi,-9,-1,-2,0,1,0.0,11.0,160.0,5.0,56.0,-8.0,-97.0,-108.0,1.0,1.0,9.0
166,392,10/21/2005,2005,1, UCF, Tulane,34,24, UCF,10,5,6,1,1,-1.0,-9.0,-158.0,12.0,100.0,30.0,206.0,974.0,1.0,-4.0,-16.0
167,393,10/22/2005,2005,1, Stanford, Arizona State,45,35, Stanford,10,-2,-8,-6,0,0.0,-10.0,-99.0,-6.0,-65.0,-9.0,-60.0,-268.0,0.0,-1.0,-14.0
168,394,10/22/2005,2005,1, Georgia, Arkansas,23,20, Georgia,3,-8,-6,-2,-2,0.0,0.0,49.0,-6.0,-39.0,-19.0,-164.0,-688.0,-4.0,0.0,-1.0
169,398,10/22/2005,2005,1, Utah State, Boise State,21,45, Boise State,-24,3,-1,-2,-1,1.0,-10.0,-140.0,-2.0,-25.0,5.0,0.0,-76.0,0.0,0.0,-9.0
170,399,10/22/2005,2005,1, Notre Dame, BYU,49,23, Notre Dame,26,-4,-4,2,-2,2.0,6.0,150.0,2.0,-3.0,-11.0,-31.0,-438.0,-3.0,-2.0,-4.0
171,400,10/22/2005,2005,1, Toledo, Buffalo,38,15, Toledo,23,3,-7,-4,-2,-2.0,-2.0,-55.0,3.0,11.0,-3.0,174.0,-348.0,-2.0,1.0,-12.0
172,405,10/22/2005,2005,1, San Jose State, Hawai'i,38,45, Hawai'i,-7,4,3,2,1,2.0,-14.0,-195.0,-3.0,-35.0,7.0,108.0,-568.0,1.0,0.0,-13.0
173,406,10/22/2005,2005,1, Mississippi State, Houston,16,28, Houston,-12,2,3,0,1,-1.0,-6.0,-134.0,1.0,1.0,1.0,92.0,-2.0,2.0,0.0,2.0
174,409,10/22/2005,2005,1, Cincinnati, Louisville,22,46, Louisville,-24,-1,13,4,3,-1.0,-1.0,-68.0,-2.0,-8.0,18.0,-95.0,833.0,3.0,1.0,14.0
175,411,10/22/2005,2005,1, Eastern Michigan, Miami (Ohio),23,24, Miami (Ohio),-1,2,-1,-3,2,0.0,-4.0,-117.0,3.0,30.0,1.0,54.0,-150.0,3.0,-2.0,-16.0
176,412,10/22/2005,2005,1, Iowa, Michigan,20,23, Michigan,-3,0,4,1,-1,-1.0,12.0,68.0,8.0,65.0,-3.0,17.0,30.0,-1.0,0.0,17.0
177,417,10/22/2005,2005,1, Kent State, Northern Illinois,3,34, Northern Illinois,-31,-7,2,-3,-1,0.0,3.0,-54.0,-1.0,-10.0,-15.0,-159.0,-214.0,0.0,2.0,11.0
178,419,10/22/2005,2005,1, Indiana, Ohio State,10,41, Ohio State,-31,-9,4,0,0,0.0,0.0,-143.0,-2.0,-50.0,-22.0,-198.0,-454.0,0.0,0.0,9.0
179,422,10/22/2005,2005,1, Arizona, Oregon,21,28, Oregon,-7,4,4,3,1,1.0,7.0,-41.0,0.0,-7.0,5.0,145.0,396.0,2.0,0.0,13.0
180,423,10/22/2005,2005,1, Illinois, Penn State,10,63, Penn State,-53,1,0,-7,0,1.0,6.0,-84.0,6.0,48.0,-9.0,-110.0,24.0,0.0,2.0,11.0
181,426,10/22/2005,2005,1, Washington, USC,24,51, USC,-27,-5,2,3,-4,2.0,-4.0,-2.0,0.0,5.0,3.0,-59.0,160.0,-4.0,-1.0,-3.0
182,427,10/22/2005,2005,1, Tulsa, SMU,20,13, Tulsa,7,0,4,4,0,-2.0,-1.0,-16.0,-1.0,-3.0,-4.0,2.0,232.0,-1.0,-1.0,0.0
183,431,10/22/2005,2005,1, Alabama, Tennessee,6,3, Alabama,3,0,2,0,0,-2.0,6.0,46.0,-6.0,-55.0,0.0,-42.0,254.0,0.0,-1.0,8.0
184,432,10/22/2005,2005,1, Kansas State, Texas A&M,28,30, Texas A&M,-2,-8,-8,-7,0,1.0,8.0,221.0,1.0,58.0,-36.0,-209.0,-1030.0,0.0,1.0,13.0
185,441,10/22/2005,2005,1, Bowling Green, Western Michigan,14,45, Western Michigan,-31,-3,5,1,0,0.0,10.0,82.0,3.0,35.0,-7.0,-107.0,20.0,2.0,2.0,21.0
186,445,10/29/2005,2005,1, Bowling Green, Akron,14,24, Akron,-10,4,-5,-5,0,1.0,7.0,-32.0,0.0,-15.0,-4.0,40.0,-254.0,2.0,1.0,2.0
187,451,10/29/2005,2005,1, Syracuse, Cincinnati,16,22, Cincinnati,-6,-10,2,0,0,1.0,-2.0,135.0,0.0,0.0,-7.0,-130.0,-14.0,1.0,0.0,1.0
188,454,10/29/2005,2005,1, Florida, Georgia,14,10, Florida,4,-3,-2,-1,0,1.0,6.0,-1.0,7.0,30.0,-5.0,-24.0,-180.0,0.0,-1.0,-2.0
189,455,10/29/2005,2005,1, New Mexico State, Idaho,37,38, Idaho,-1,5,3,4,0,1.0,-7.0,-148.0,-5.0,-94.0,6.0,61.0,-454.0,1.0,-1.0,-3.0
190,458,10/29/2005,2005,1, Western Michigan, Kent State,44,14, Western Michigan,30,5,-3,-1,0,-1.0,-7.0,-124.0,8.0,72.0,11.0,157.0,202.0,-2.0,0.0,-19.0
191,460,10/29/2005,2005,1, Florida State, Maryland,35,27, Florida State,8,3,-2,0,-1,-1.0,11.0,58.0,5.0,51.0,0.0,10.0,356.0,-1.0,1.0,7.0
192,462,10/29/2005,2005,1, Northwestern, Michigan,17,33, Michigan,-16,-9,-3,-3,-1,0.0,9.0,152.0,4.0,50.0,-41.0,-164.0,-962.0,-1.0,-1.0,19.0
193,463,10/29/2005,2005,1, Kentucky, Mississippi State,13,7, Kentucky,6,-1,0,3,-2,0.0,-4.0,-61.0,1.0,-10.0,10.0,10.0,102.0,-4.0,0.0,-10.0
194,465,10/29/2005,2005,1, Kansas, Missouri,13,3, Kansas,10,5,-1,4,-2,0.0,-3.0,-57.0,-4.0,-42.0,19.0,175.0,574.0,-2.0,1.0,-20.0
195,475,10/29/2005,2005,1, North Carolina State, Southern Mississippi,21,17, North Carolina State,4,8,-1,2,2,1.0,-5.0,-49.0,0.0,1.0,23.0,228.0,304.0,4.0,2.0,-9.0
196,488,10/29/2005,2005,1, Illinois, Wisconsin,24,41, Wisconsin,-17,1,4,1,0,0.0,6.0,52.0,3.0,22.0,-12.0,22.0,-340.0,-2.0,1.0,17.0
197,489,11/01/2005,2005,1, Memphis, UAB,20,37, UAB,-17,-3,2,3,-1,1.0,-9.0,-147.0,5.0,54.0,7.0,1.0,-310.0,0.0,1.0,-20.0
198,491,11/03/2005,2005,1, Louisville, Pittsburgh,42,20, Louisville,22,7,5,6,1,0.0,4.0,49.0,0.0,0.0,21.0,158.0,860.0,1.0,0.0,1.0
199,493,11/05/2005,2005,1, Ball State, Akron,23,17, Ball State,6,5,0,0,0,0.0,-4.0,-140.0,-3.0,-27.0,15.0,22.0,404.0,-1.0,-1.0,-15.0
200,495,11/05/2005,2005,1, LSU, Appalachian State,24,0, LSU,24,4,-5,-2,0,0.0,6.0,128.0,-5.0,-25.0,-4.0,-13.0,-302.0,0.0,0.0,0.0
201,497,11/05/2005,2005,1, Middle Tennessee, Arkansas State,45,7, Middle Tennessee,38,-1,2,5,0,0.0,2.0,147.0,-3.0,-24.0,8.0,0.0,388.0,-2.0,0.0,0.0
202,498,11/05/2005,2005,1, Kentucky, Auburn,27,49, Auburn,-22,-8,3,-3,1,-2.0,13.0,134.0,-1.0,2.0,-22.0,-273.0,-346.0,1.0,1.0,22.0
203,501,11/05/2005,2005,1, UNLV, BYU,14,55, BYU,-41,-8,0,-4,0,0.0,7.0,50.0,4.0,31.0,-26.0,-222.0,-304.0,3.0,3.0,18.0
204,503,11/05/2005,2005,1, Oregon, California,27,20, Oregon,7,-2,5,4,0,-1.0,14.0,144.0,1.0,0.0,-2.0,-70.0,-14.0,-1.0,-2.0,13.0
205,504,11/05/2005,2005,1, Arizona, UCLA,52,14, Arizona,38,9,-8,-2,0,-1.0,-11.0,-39.0,3.0,45.0,8.0,230.0,-114.0,-2.0,0.0,-17.0
206,507,11/05/2005,2005,1, Troy, Florida Atlantic,28,14, Troy,14,-2,0,1,0,0.0,-4.0,55.0,0.0,-2.0,11.0,-2.0,162.0,0.0,-1.0,-10.0
207,510,11/05/2005,2005,1, UCF, Houston,31,29, UCF,2,0,6,4,1,-1.0,2.0,-38.0,-3.0,-19.0,27.0,82.0,908.0,1.0,0.0,0.0
208,512,11/05/2005,2005,1, Northwestern, Iowa,28,27, Northwestern,1,-3,3,3,1,0.0,8.0,62.0,2.0,-9.0,-12.0,-101.0,-84.0,0.0,2.0,13.0
209,514,11/05/2005,2005,1, Utah State, Louisiana Tech,17,27, Louisiana Tech,-10,-6,5,5,1,3.0,11.0,222.0,3.0,45.0,0.0,-20.0,-64.0,3.0,0.0,18.0
210,518,11/05/2005,2005,1, Colorado, Missouri,41,12, Colorado,29,6,-4,0,-2,0.0,-3.0,43.0,-1.0,-44.0,12.0,77.0,550.0,-4.0,-1.0,-12.0
211,523,11/05/2005,2005,1, Washington, Oregon State,10,18, Oregon State,-8,-2,-1,2,-1,1.0,-1.0,71.0,-2.0,-20.0,-15.0,-108.0,-574.0,0.0,1.0,15.0
212,526,11/05/2005,2005,1, Arkansas, South Carolina,10,14, South Carolina,-4,7,0,-2,0,-1.0,0.0,-5.0,5.0,67.0,15.0,174.0,254.0,4.0,1.0,-1.0
213,528,11/05/2005,2005,1, North Texas, Louisiana-Lafayette,28,31, Louisiana-Lafayette,-3,-8,-3,-2,0,1.0,0.0,3.0,2.0,16.0,-28.0,-64.0,-972.0,0.0,0.0,3.0
214,535,11/05/2005,2005,1, UTEP, Tulsa,41,38, UTEP,3,-1,-7,-6,2,0.0,2.0,77.0,0.0,5.0,-8.0,-44.0,-398.0,2.0,1.0,-6.0
215,539,11/05/2005,2005,1, Eastern Michigan, Western Michigan,36,44, Western Michigan,-8,-8,3,0,2,0.0,17.0,156.0,0.0,14.0,-25.0,-154.0,-118.0,4.0,1.0,28.0
216,540,11/05/2005,2005,1, Penn State, Wisconsin,35,14, Penn State,21,12,-2,4,-2,0.0,-6.0,-75.0,1.0,18.0,13.0,293.0,198.0,-4.0,0.0,-6.0
217,542,11/08/2005,2005,1, Marshall, Southern Mississippi,24,27, Southern Mississippi,-3,2,3,4,0,-1.0,1.0,-6.0,-2.0,-21.0,1.0,32.0,-116.0,0.0,0.0,7.0
218,545,11/11/2005,2005,1, Louisville, Rutgers,56,5, Louisville,51,5,0,7,1,1.0,11.0,248.0,-4.0,-35.0,17.0,65.0,448.0,0.0,-2.0,7.0
219,547,11/12/2005,2005,1, Mississippi, Arkansas,17,28, Arkansas,-11,0,5,0,1,-2.0,4.0,141.0,-4.0,-11.0,-6.0,-79.0,324.0,1.0,2.0,16.0
220,552,11/12/2005,2005,1, Kent State, Buffalo,6,10, Buffalo,-4,-4,-4,0,-1,2.0,7.0,78.0,0.0,-46.0,-19.0,-144.0,-666.0,-1.0,2.0,17.0
221,554,11/12/2005,2005,1, Western Michigan, Central Michigan,31,24, Western Michigan,7,-3,-10,-10,-1,0.0,-30.0,-221.0,-4.0,-43.0,-4.0,11.0,-659.0,-2.0,-3.0,-42.0
222,555,11/12/2005,2005,1, Iowa State, Colorado,30,16, Iowa State,14,-1,0,-1,0,0.0,-5.0,-33.0,-5.0,-22.0,-13.0,-43.0,-730.0,-1.0,-2.0,-4.0
223,556,11/12/2005,2005,1, Pittsburgh, Connecticut,24,0, Pittsburgh,24,-5,-5,-2,0,0.0,-6.0,-40.0,0.0,2.0,-3.0,-67.0,-358.0,0.0,-3.0,-14.0
224,558,11/12/2005,2005,1, Louisiana-Lafayette, Florida International,28,7, Louisiana-Lafayette,21,14,-1,0,2,1.0,-7.0,-57.0,-2.0,-32.0,45.0,244.0,980.0,-2.0,0.0,-21.0
225,559,11/12/2005,2005,1, Clemson, Florida State,35,14, Clemson,21,3,-3,1,0,0.0,8.0,145.0,-5.0,-25.0,9.0,-17.0,354.0,0.0,-1.0,-1.0
226,562,11/12/2005,2005,1, Purdue, Illinois,37,3, Purdue,34,3,-5,1,0,-1.0,7.0,104.0,-2.0,-38.0,5.0,22.0,292.0,-1.0,-2.0,-2.0
227,563,11/12/2005,2005,1, Michigan, Indiana,41,14, Michigan,27,11,4,8,0,1.0,10.0,62.0,-6.0,-53.0,21.0,153.0,740.0,2.0,-1.0,7.0
228,565,11/12/2005,2005,1, Nebraska, Kansas State,27,25, Nebraska,2,-6,-5,-2,0,1.0,16.0,138.0,-6.0,-61.0,-15.0,-155.0,124.0,0.0,0.0,8.0
229,567,11/12/2005,2005,1, Vanderbilt, Kentucky,43,48, Kentucky,-5,-1,0,-3,5,2.0,27.0,240.0,-3.0,-16.0,-16.0,-91.0,210.0,6.0,-1.0,47.0
230,568,11/12/2005,2005,1, Alabama, LSU,13,16, LSU,-3,6,1,0,-1,0.0,3.0,-42.0,1.0,-10.0,-1.0,51.0,164.0,0.0,0.0,10.0
231,569,11/12/2005,2005,1, Idaho, Louisiana Tech,38,41, Louisiana Tech,-3,0,2,1,1,-1.0,9.0,59.0,0.0,7.0,-13.0,-134.0,136.0,1.0,2.0,19.0
232,570,11/12/2005,2005,1, North Carolina, Maryland,30,33, Maryland,-3,-4,-5,-3,0,1.0,6.0,-39.0,4.0,20.0,-21.0,-61.0,-238.0,0.0,-2.0,9.0
233,571,11/12/2005,2005,1, Army, Massachusetts,34,27, Army,7,0,1,3,0,2.0,1.0,11.0,-5.0,-21.0,17.0,58.0,596.0,0.0,-2.0,-7.0
234,577,11/12/2005,2005,1, Utah, New Mexico,27,31, New Mexico,-4,2,-2,0,-1,3.0,2.0,184.0,0.0,22.0,-12.0,-28.0,-640.0,0.0,0.0,11.0
235,578,11/12/2005,2005,1, Boston College, North Carolina State,30,10, Boston College,20,1,-4,1,-2,1.0,-5.0,-62.0,-1.0,-4.0,2.0,91.0,-472.0,-3.0,-1.0,-14.0
236,579,11/12/2005,2005,1, Florida Atlantic, North Texas,26,23, Florida Atlantic,3,5,-5,-3,-1,0.0,-2.0,-36.0,-5.0,-55.0,10.0,66.0,158.0,-2.0,-1.0,-13.0
237,582,11/12/2005,2005,1, Washington State, Oregon,31,34, Oregon,-3,2,-4,-2,-1,-1.0,-6.0,-13.0,0.0,15.0,0.0,24.0,-210.0,-1.0,1.0,-6.0
238,588,11/12/2005,2005,1, UTEP, Texas Southern,45,0, UTEP,45,2,-6,-1,1,0.0,14.0,265.0,-2.0,-5.0,-3.0,57.0,-186.0,3.0,0.0,13.0
239,589,11/12/2005,2005,1, Oklahoma State, Texas Tech,24,17, Oklahoma State,7,13,7,9,-1,-1.0,-18.0,-214.0,5.0,43.0,33.0,273.0,526.0,-2.0,0.0,-19.0
240,593,11/12/2005,2005,1, Hawai'i, Utah State,50,23, Hawai'i,27,-3,-4,1,0,-1.0,13.0,246.0,-1.0,-40.0,-20.0,-38.0,-330.0,-1.0,2.0,21.0
241,595,11/13/2005,2005,1, Houston, Southern Mississippi,27,24, Houston,3,6,-3,0,0,2.0,1.0,20.0,4.0,5.0,21.0,131.0,358.0,0.0,-1.0,-9.0
242,597,11/15/2005,2005,1, Akron, Ohio,27,3, Akron,24,8,5,5,2,1.0,12.0,171.0,1.0,26.0,17.0,217.0,814.0,2.0,0.0,13.0
243,599,11/19/2005,2005,1, Auburn, Alabama,28,18, Auburn,10,2,-5,-1,0,1.0,-2.0,-37.0,-10.0,-49.0,-2.0,106.0,-284.0,-1.0,0.0,-8.0
244,601,11/19/2005,2005,1, Army, Arkansas State,38,10, Army,28,6,-4,-2,2,0.0,-12.0,-48.0,-1.0,-4.0,16.0,135.0,58.0,-1.0,-2.0,-20.0
245,604,11/19/2005,2005,1, Stanford, California,3,27, California,-24,-9,5,2,0,1.0,13.0,89.0,1.0,25.0,-6.0,-210.0,266.0,1.0,-1.0,18.0
246,605,11/19/2005,2005,1, Rice, UCF,28,31, UCF,-3,3,-1,-2,0,0.0,-11.0,9.0,-5.0,-43.0,9.0,88.0,-136.0,1.0,1.0,-13.0
247,606,11/19/2005,2005,1, Ball State, Central Michigan,24,31, Central Michigan,-7,1,4,5,0,0.0,0.0,-46.0,0.0,-13.0,10.0,-37.0,-582.0,-1.0,1.0,-4.0
